DSS y Ruta Materna Perinatal,Fecha,Región en Salud,Región Salud,Municipio,NOMBRE DEL PRESTADOR - ESE,Servicios,"Problema trazador priorizado ",Fuentes,Responsable del diligenciamiento,"Identificación de Determinantes Sociales de la Salud										 ",Identificación de Determinantes Sociales de la Salud.,Categoría del determinante,Subcategoría,Determinante identificado,Descripción del hallazgo,Evidencia o fuente de información,Relación con el problema trazador,Nivel de incidencia,"Barrera identificada, marcacion multiple.",Oportunidad de mejora preliminar,Observaciones,Síntesis del análisis DSS,Determinante crítico identificado,Categoría principal asociada,Barrera más relevante,Relación con la Ruta Materna Perinatal,Oportunidad de mejora prioritaria,Insumo para Protocolo de Londres,Síntesis del análisis Ruta Materna,Motivo de canalización,Tipo de Canalización (Receptor) *,Comentarios Adicionales,Matriz de análisis de la Ruta Materno Perinatal,Número,Momento de la ruta,Atención clave,Actividad esperada,Indicador de seguimiento,Meta establecida (Ingrese la meta institucional o territorial esperada en  porcentaje),Meta alcanzada (Ingresa el resultado logrado en porcentaje),Brecha (Se calcula como meta establecida menos meta alcanzada),Semáforo,Evidencia o fuente de verificación,Cumplimiento,Brecha identificada (Describa la diferencia entre lo esperado y lo observado),Tipo de Barrera,Barrera de acceso o continuidad,Tipo de determinante,Determinante relacionado,Relación con el problema trazador,Nivel de criticidad,Oportunidad de mejora (Propongo una acción concreta para cerrar la brecha y fortalecer la ruta),Responsable sugerido,Observaciones
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Consejería anticonceptiva,Informar opciones y signos de alarma,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Consejería anticonceptiva,Garantizar acceso efectivo al método,Cobertura de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Consejería anticonceptiva,Garantizar acceso efectivo al método,Demanda insatisfecha de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Consejería anticonceptiva,Garantizar acceso efectivo al método,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Consejería anticonceptiva,Registrar consentimiento y seguimiento,Cobertura de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Consejería anticonceptiva,Registrar consentimiento y seguimiento,Demanda insatisfecha de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Consejería anticonceptiva,Registrar consentimiento y seguimiento,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Valorar intención reproductiva,Cobertura de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Valorar intención reproductiva,Demanda insatisfecha de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Valorar intención reproductiva,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Informar opciones y signos de alarma,Cobertura de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Informar opciones y signos de alarma,Demanda insatisfecha de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Informar opciones y signos de alarma,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Garantizar acceso efectivo al método,Cobertura de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Garantizar acceso efectivo al método,Demanda insatisfecha de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Garantizar acceso efectivo al método,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Registrar consentimiento y seguimiento,Cobertura de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Registrar consentimiento y seguimiento,Demanda insatisfecha de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Entrega o aplicación de método,Registrar consentimiento y seguimiento,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Valorar intención reproductiva,Cobertura de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Valorar intención reproductiva,Demanda insatisfecha de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Valorar intención reproductiva,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Informar opciones y signos de alarma,Cobertura de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Informar opciones y signos de alarma,Demanda insatisfecha de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Informar opciones y signos de alarma,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Garantizar acceso efectivo al método,Cobertura de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Garantizar acceso efectivo al método,Demanda insatisfecha de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Garantizar acceso efectivo al método,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Registrar consentimiento y seguimiento,Cobertura de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Registrar consentimiento y seguimiento,Demanda insatisfecha de anticoncepción,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planificación familiar y anticoncepción,Seguimiento del método,Registrar consentimiento y seguimiento,Seguimiento post entrega del método,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Valorar antecedentes y comorbilidades,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Valorar antecedentes y comorbilidades,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Valorar antecedentes y comorbilidades,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Solicitar/parar exámenes según riesgo,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Solicitar/parar exámenes según riesgo,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Solicitar/parar exámenes según riesgo,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Orientar suplementación y hábitos saludables,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Orientar suplementación y hábitos saludables,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Orientar suplementación y hábitos saludables,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Definir remisión si aplica,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Definir remisión si aplica,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Definir remisión si aplica,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Valorar antecedentes y comorbilidades,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Valorar antecedentes y comorbilidades,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Valorar antecedentes y comorbilidades,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Solicitar/parar exámenes según riesgo,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Solicitar/parar exámenes según riesgo,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Solicitar/parar exámenes según riesgo,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Orientar suplementación y hábitos saludables,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Orientar suplementación y hábitos saludables,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Orientar suplementación y hábitos saludables,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Definir remisión si aplica,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Definir remisión si aplica,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Definir remisión si aplica,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Valorar antecedentes y comorbilidades,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Valorar antecedentes y comorbilidades,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Valorar antecedentes y comorbilidades,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Solicitar/parar exámenes según riesgo,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Solicitar/parar exámenes según riesgo,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Solicitar/parar exámenes según riesgo,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Orientar suplementación y hábitos saludables,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Orientar suplementación y hábitos saludables,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Orientar suplementación y hábitos saludables,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Definir remisión si aplica,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Definir remisión si aplica,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Definir remisión si aplica,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Valorar antecedentes y comorbilidades,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Valorar antecedentes y comorbilidades,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Valorar antecedentes y comorbilidades,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Solicitar/parar exámenes según riesgo,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Solicitar/parar exámenes según riesgo,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Solicitar/parar exámenes según riesgo,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Orientar suplementación y hábitos saludables,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Orientar suplementación y hábitos saludables,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Orientar suplementación y hábitos saludables,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Definir remisión si aplica,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Definir remisión si aplica,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Valoración preconcepcional,Definir remisión si aplica,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Valorar antecedentes y comorbilidades,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Valorar antecedentes y comorbilidades,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Valorar antecedentes y comorbilidades,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Solicitar/parar exámenes según riesgo,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Solicitar/parar exámenes según riesgo,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Solicitar/parar exámenes según riesgo,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Orientar suplementación y hábitos saludables,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Orientar suplementación y hábitos saludables,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Orientar suplementación y hábitos saludables,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Definir remisión si aplica,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Definir remisión si aplica,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Identificación de riesgos,Definir remisión si aplica,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Valorar antecedentes y comorbilidades,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Valorar antecedentes y comorbilidades,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Valorar antecedentes y comorbilidades,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Solicitar/parar exámenes según riesgo,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Solicitar/parar exámenes según riesgo,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Solicitar/parar exámenes según riesgo,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Orientar suplementación y hábitos saludables,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Orientar suplementación y hábitos saludables,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Orientar suplementación y hábitos saludables,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Definir remisión si aplica,Consulta preconcepcional realizada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Definir remisión si aplica,Riesgos preconcepcionales identificados,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atención preconcepcional,Plan de cuidado preconcepcional,Definir remisión si aplica,Plan de cuidado definido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captación temprana de la gestante,Identificación temprana del embarazo,Confirmar embarazo,Captación antes de semana 12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captación temprana de la gestante,Identificación temprana del embarazo,Confirmar embarazo,Gestantes ingresadas a control prenatal,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captación temprana de la gestante,Identificación temprana del embarazo,Confirmar embarazo,Canalización efectiva,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Captación temprana de la gestante,Identificación temprana del embarazo,Ingresar antes de semana 12,Captación antes de semana 12,,,,,,,,,,,,,,,,
